precinct,date,citation_issued
N,2013-06-23,5
N,2013-06-24,2
N,2013-06-25,3
N,2013-06-26,5
N,2013-06-27,10
N,2013-06-28,12
N,2013-06-29,6
N,2013-06-30,25
N,2013-07-01,5
N,2013-07-02,5
N,2013-07-03,7
N,2013-07-04,8
N,2013-07-05,13
N,2013-07-06,18
N,2013-07-07,13
N,2013-07-08,6
N,2013-07-09,5
N,2013-07-10,11
N,2013-07-11,9
N,2013-07-12,3
N,2013-07-13,20
N,2013-07-14,5
N,2013-07-15,2
N,2013-07-16,12
N,2013-07-17,3
N,2013-07-18,4
N,2013-07-19,9
N,2013-07-20,3
N,2013-07-21,12
N,2013-07-22,9
N,2013-07-23,8
N,2013-07-24,4
N,2013-07-25,8
N,2013-07-26,9
N,2013-07-27,7
N,2013-07-28,7
N,2013-07-29,6
N,2013-07-30,12
N,2013-07-31,15
N,2013-08-01,6
N,2013-08-02,12
N,2013-08-03,16
N,2013-08-04,10
N,2013-08-05,7
N,2013-08-06,10
N,2013-08-07,14
N,2013-08-08,9
N,2013-08-09,10
N,2013-08-10,15
N,2013-08-11,4
N,2013-08-12,6
N,2013-08-13,6
N,2013-08-14,5
N,2013-08-15,11
N,2013-08-16,8
N,2013-08-17,13
N,2013-08-18,6
N,2013-08-19,5
N,2013-08-20,5
N,2013-08-21,7
N,2013-08-22,6
N,2013-08-23,3
N,2013-08-24,10
N,2013-08-25,7
N,2013-08-26,7
N,2013-08-27,4
N,2013-08-28,9
N,2013-08-29,8
N,2013-08-30,11
N,2013-08-31,9
N,2013-09-01,7
N,2013-09-02,11
N,2013-09-03,4
N,2013-09-04,2
N,2013-09-05,2
N,2013-09-06,8
N,2013-09-07,13
N,2013-09-08,7
N,2013-09-09,12
N,2013-09-10,4
N,2013-09-11,8
N,2013-09-12,1
N,2013-09-13,5
N,2013-09-14,12
N,2013-09-15,4
N,2013-09-16,7
N,2013-09-17,5
N,2013-09-18,8
N,2013-09-19,6
N,2013-09-20,13
N,2013-09-21,11
N,2013-09-22,4
N,2013-09-23,7
N,2013-09-24,6
N,2013-09-25,7
N,2013-09-26,6
N,2013-09-27,10
N,2013-09-28,6
N,2013-09-29,6
N,2013-09-30,9
N,2013-10-01,8
N,2013-10-02,3
N,2013-10-03,10
N,2013-10-04,8
N,2013-10-05,5
N,2013-10-06,4
N,2013-10-07,9
N,2013-10-08,3
N,2013-10-09,11
N,2013-10-10,9
N,2013-10-11,6
N,2013-10-12,19
N,2013-10-13,7
N,2013-10-14,8
N,2013-10-15,8
N,2013-10-16,8
N,2013-10-17,5
N,2013-10-18,5
N,2013-10-19,5
N,2013-10-20,7
N,2013-10-21,9
N,2013-10-22,6
N,2013-10-23,4
N,2013-10-24,7
N,2013-10-25,5
N,2013-10-26,6
N,2013-10-27,5
N,2013-10-28,5
N,2013-10-29,5
N,2013-10-30,7
N,2013-10-31,7
N,2013-11-01,5
N,2013-11-02,13
N,2013-11-03,11
N,2013-11-04,3
N,2013-11-05,5
N,2013-11-06,9
N,2013-11-07,5
N,2013-11-08,5
N,2013-11-09,2
N,2013-11-10,8
N,2013-11-11,13
N,2013-11-12,8
N,2013-11-13,10
N,2013-11-14,8
N,2013-11-15,4
N,2013-11-16,10
N,2013-11-17,9
N,2013-11-18,5
N,2013-11-19,11
N,2013-11-20,9
N,2013-11-21,2
N,2013-11-22,11
N,2013-11-23,9
N,2013-11-24,4
N,2013-11-25,3
N,2013-11-26,9
N,2013-11-27,5
N,2013-11-28,9
N,2013-11-29,13
N,2013-11-30,6
N,2013-12-01,9
N,2013-12-02,2
N,2013-12-03,7
N,2013-12-04,9
N,2013-12-05,10
N,2013-12-06,8
N,2013-12-07,11
N,2013-12-08,8
N,2013-12-09,5
N,2013-12-10,6
N,2013-12-11,9
N,2013-12-12,5
N,2013-12-13,17
N,2013-12-14,10
N,2013-12-15,4
N,2013-12-16,4
N,2013-12-17,8
N,2013-12-18,10
N,2013-12-19,7
N,2013-12-20,8
N,2013-12-21,7
N,2013-12-22,4
N,2013-12-23,20
N,2013-12-24,16
N,2013-12-25,4
N,2013-12-26,7
N,2013-12-27,4
N,2013-12-28,6
N,2013-12-29,15
N,2013-12-30,3
N,2013-12-31,10
N,2014-01-01,11
N,2014-01-02,7
N,2014-01-03,5
N,2014-01-04,6
N,2014-01-05,16
N,2014-01-06,10
N,2014-01-07,8
N,2014-01-08,11
N,2014-01-09,8
N,2014-01-10,6
N,2014-01-11,6
N,2014-01-12,6
N,2014-01-13,14
N,2014-01-14,8
N,2014-01-15,5
N,2014-01-16,11
N,2014-01-17,8
N,2014-01-18,7
N,2014-01-19,6
N,2014-01-20,10
N,2014-01-21,3
N,2014-01-22,16
N,2014-01-23,17
N,2014-01-24,21
N,2014-01-25,4
N,2014-01-26,12
N,2014-01-27,6
N,2014-01-28,11
N,2014-01-29,6
N,2014-01-30,5
N,2014-01-31,12
N,2014-02-01,7
N,2014-02-02,6
N,2014-02-03,5
N,2014-02-04,12
N,2014-02-05,14
N,2014-02-06,10
N,2014-02-07,7
N,2014-02-08,1
N,2014-02-09,7
N,2014-02-10,12
N,2014-02-11,8
N,2014-02-12,15
N,2014-02-13,7
N,2014-02-14,4
N,2014-02-15,10
N,2014-02-16,4
N,2014-02-17,13
N,2014-02-18,5
N,2014-02-19,6
N,2014-02-20,6
N,2014-02-21,13
N,2014-02-22,7
N,2014-02-23,8
N,2014-02-24,3
N,2014-02-25,2
N,2014-02-26,6
N,2014-02-27,4
N,2014-02-28,7
N,2014-03-01,8
N,2014-03-02,8
N,2014-03-03,5
N,2014-03-04,6
N,2014-03-05,5
N,2014-03-06,3
N,2014-03-07,7
N,2014-03-08,5
N,2014-03-09,2
N,2014-03-10,2
N,2014-03-11,8
N,2014-03-12,6
N,2014-03-13,5
N,2014-03-14,4
N,2014-03-15,4
N,2014-03-16,6
N,2014-03-17,4
N,2014-03-18,3
N,2014-03-19,9
N,2014-03-20,3
N,2014-03-21,7
N,2014-03-22,11
N,2014-03-23,27
N,2014-03-24,14
N,2014-03-25,6
N,2014-03-26,4
N,2014-03-27,6
N,2014-03-28,4
N,2014-03-29,7
N,2014-03-30,7
N,2014-03-31,6
N,2014-04-01,4
N,2014-04-02,2
N,2014-04-03,4
N,2014-04-04,5
N,2014-04-05,9
N,2014-04-06,3
N,2014-04-07,6
N,2014-04-08,3
N,2014-04-09,5
N,2014-04-10,6
N,2014-04-11,10
N,2014-04-12,6
N,2014-04-13,3
N,2014-04-14,7
N,2014-04-15,4
N,2014-04-16,5
N,2014-04-17,6
N,2014-04-18,12
N,2014-04-19,2
N,2014-04-20,3
N,2014-04-21,2
N,2014-04-22,13
N,2014-04-23,7
N,2014-04-24,12
N,2014-04-25,6
N,2014-04-26,7
N,2014-04-27,4
N,2014-04-28,5
N,2014-04-29,6
N,2014-04-30,11
N,2014-05-01,4
N,2014-05-02,5
N,2014-05-03,2
N,2014-05-04,8
N,2014-05-05,5
N,2014-05-06,11
N,2014-05-07,5
N,2014-05-08,5
N,2014-05-09,8
N,2014-05-10,9
N,2014-05-11,10
N,2014-05-12,9
N,2014-05-13,7
N,2014-05-14,5
N,2014-05-15,3
N,2014-05-16,5
N,2014-05-17,6
N,2014-05-18,8
N,2014-05-19,6
N,2014-05-20,2
N,2014-05-21,2
N,2014-05-22,6
N,2014-05-23,5
N,2014-05-24,4
N,2014-05-25,3
N,2014-05-26,15
N,2014-05-27,5
N,2014-05-28,9
N,2014-05-29,11
N,2014-05-30,4
N,2014-05-31,8
N,2014-06-01,2
N,2014-06-02,2
N,2014-06-03,6
N,2014-06-04,5
N,2014-06-05,5
N,2014-06-06,5
N,2014-06-07,5
N,2014-06-08,8
N,2014-06-09,6
N,2014-06-10,5
N,2014-06-11,2
N,2014-06-12,2
N,2014-06-13,22
N,2014-06-14,9
N,2014-06-15,12
N,2014-06-16,13
N,2014-06-17,6
N,2014-06-18,5
N,2014-06-19,3
N,2014-06-20,5
N,2014-06-21,10
N,2014-06-22,7
N,2014-06-23,5
N,2014-06-24,4
N,2014-06-25,5
N,2014-06-26,7
N,2014-06-27,5
N,2014-06-28,9
N,2014-06-29,7
N,2014-06-30,5
N,2014-07-01,3
N,2014-07-02,7
N,2014-07-03,6
N,2014-07-04,8
N,2014-07-05,4
N,2014-07-06,8
N,2014-07-07,4
N,2014-07-08,6
N,2014-07-09,1
N,2014-07-10,1
N,2014-07-11,5
N,2014-07-12,10
N,2014-07-13,6
N,2014-07-14,7
N,2014-07-15,2
N,2014-07-16,10
N,2014-07-17,2
N,2014-07-18,6
N,2014-07-19,6
N,2014-07-20,8
N,2014-07-21,9
N,2014-07-22,6
N,2014-07-23,6
N,2014-07-24,2
N,2014-07-25,1
N,2014-07-26,7
N,2014-07-27,3
N,2014-07-28,3
N,2014-07-29,3
N,2014-07-30,5
N,2014-07-31,9
N,2014-08-01,3
N,2014-08-02,5
N,2014-08-03,7
N,2014-08-04,4
N,2014-08-05,6
N,2014-08-06,2
N,2014-08-07,2
N,2014-08-08,7
N,2014-08-09,1
N,2014-08-10,3
N,2014-08-11,7
N,2014-08-12,2
N,2014-08-13,3
N,2014-08-14,3
N,2014-08-15,2
N,2014-08-16,4
N,2014-08-17,2
N,2014-08-18,3
N,2014-08-19,2
N,2014-08-20,2
N,2014-08-21,3
N,2014-08-22,5
N,2014-08-23,3
N,2014-08-24,1
N,2014-08-25,5
N,2014-08-26,4
N,2014-08-27,6
N,2014-08-28,5
N,2014-08-29,5
N,2014-08-30,7
N,2014-08-31,6
N,2014-09-01,10
N,2014-09-02,8
N,2014-09-03,8
N,2014-09-04,1
N,2014-09-05,6
N,2014-09-06,3
N,2014-09-07,4
N,2014-09-08,6
N,2014-09-09,7
N,2014-09-10,9
N,2014-09-11,2
N,2014-09-12,7
N,2014-09-13,9
N,2014-09-14,5
N,2014-09-15,2
N,2014-09-16,1
N,2014-09-17,5
N,2014-09-18,4
N,2014-09-19,6
N,2014-09-20,7
N,2014-09-21,3
N,2014-09-22,4
N,2014-09-23,1
N,2014-09-24,8
N,2014-09-25,3
N,2014-09-26,15
N,2014-09-27,3
N,2014-09-28,3
N,2014-09-29,4
N,2014-09-30,6
N,2014-10-01,5
N,2014-10-02,5
N,2014-10-03,6
N,2014-10-04,7
N,2014-10-05,3
N,2014-10-06,2
N,2014-10-07,1
N,2014-10-08,3
N,2014-10-09,6
N,2014-10-10,3
N,2014-10-11,4
N,2014-10-12,4
N,2014-10-13,2
N,2014-10-14,7
N,2014-10-15,4
N,2014-10-16,1
N,2014-10-17,10
N,2014-10-18,7
N,2014-10-19,5
N,2014-10-20,8
N,2014-10-21,12
N,2014-10-22,6
N,2014-10-23,6
N,2014-10-24,4
N,2014-10-25,7
N,2014-10-26,6
N,2014-10-27,10
N,2014-10-28,7
N,2014-10-29,9
N,2014-10-30,3
N,2014-10-31,4
N,2014-11-01,12
N,2014-11-02,16
N,2014-11-03,13
N,2014-11-04,11
N,2014-11-06,4
N,2014-11-07,11
N,2014-11-08,6
N,2014-11-09,9
N,2014-11-10,2
N,2014-11-11,7
N,2014-11-12,5
N,2014-11-13,10
N,2014-11-14,14
N,2014-11-15,10
N,2014-11-16,3
N,2014-11-17,3
N,2014-11-18,3
N,2014-11-19,8
N,2014-11-20,7
N,2014-11-21,14
N,2014-11-22,7
N,2014-11-23,7
N,2014-11-24,2
N,2014-11-25,2
N,2014-11-26,8
N,2014-11-27,6
N,2014-11-28,2
N,2014-11-29,1
N,2014-11-30,4
N,2014-12-01,3
N,2014-12-02,8
N,2014-12-03,7
N,2014-12-04,1
N,2014-12-05,4
N,2014-12-06,4
N,2014-12-07,3
N,2014-12-08,3
N,2014-12-09,1
N,2014-12-10,2
N,2014-12-11,5
N,2014-12-12,3
N,2014-12-13,10
N,2014-12-14,16
N,2014-12-15,1
N,2014-12-16,3
N,2014-12-17,5
N,2014-12-18,2
N,2014-12-19,4
N,2014-12-20,3
N,2014-12-21,3
N,2014-12-22,3
N,2014-12-23,8
N,2014-12-24,3
N,2014-12-25,4
N,2014-12-26,4
N,2014-12-27,10
N,2014-12-28,4
N,2014-12-29,2
N,2014-12-30,2
N,2014-12-31,7
N,2015-01-01,13
N,2015-01-02,33
N,2015-01-03,15
N,2015-01-04,8
N,2015-01-05,10
N,2015-01-06,6
N,2015-01-07,14
N,2015-01-08,8
N,2015-01-09,7
N,2015-01-10,14
N,2015-01-11,17
N,2015-01-12,9
N,2015-01-13,13
N,2015-01-14,7
N,2015-01-15,8
N,2015-01-16,6
N,2015-01-17,5
N,2015-01-18,11
N,2015-01-19,9
N,2015-01-20,10
N,2015-01-21,8
N,2015-01-22,11
N,2015-01-23,8
N,2015-01-24,7
N,2015-01-25,7
N,2015-01-26,8
N,2015-01-27,2
N,2015-01-28,18
N,2015-01-29,9
N,2015-01-30,8
N,2015-01-31,16
N,2015-02-01,13
N,2015-02-02,5
N,2015-02-03,12
N,2015-02-04,9
N,2015-02-05,9
N,2015-02-06,13
N,2015-02-07,14
N,2015-02-08,6
N,2015-02-09,7
N,2015-02-10,12
N,2015-02-11,13
N,2015-02-12,4
N,2015-02-13,12
N,2015-02-14,15
N,2015-02-15,16
N,2015-02-16,20
N,2015-02-17,13
N,2015-02-18,10
N,2015-02-19,3
N,2015-02-20,3
N,2015-02-21,8
N,2015-02-22,18
N,2015-02-23,14
N,2015-02-24,5
N,2015-02-25,4
N,2015-02-26,8
N,2015-02-27,10
N,2015-02-28,12
N,2015-03-01,6
N,2015-03-02,8
N,2015-03-03,2
N,2015-03-04,11
N,2015-03-05,12
N,2015-03-06,6
N,2015-03-07,8
N,2015-03-08,9
N,2015-03-09,10
N,2015-03-10,7
N,2015-03-11,12
N,2015-03-12,10
N,2015-03-13,7
N,2015-03-14,11
N,2015-03-15,15
N,2015-03-16,5
N,2015-03-17,13
N,2015-03-18,7
N,2015-03-19,15
N,2015-03-20,14
N,2015-03-21,9
N,2015-03-22,12
N,2015-03-23,11
N,2015-03-24,14
N,2015-03-25,6
N,2015-03-26,5
N,2015-03-27,7
N,2015-03-28,16
N,2015-03-29,10
N,2015-03-30,8
N,2015-03-31,3
N,2015-04-01,13
N,2015-04-02,4
N,2015-04-03,10
N,2015-04-04,5
N,2015-04-05,10
N,2015-04-06,12
N,2015-04-07,5
N,2015-04-08,14
N,2015-04-09,12
N,2015-04-10,9
N,2015-04-11,2
N,2015-04-12,13
N,2015-04-13,8
N,2015-04-14,7
N,2015-04-15,3
N,2015-04-16,11
N,2015-04-17,18
N,2015-04-18,8
N,2015-04-19,12
N,2015-04-20,1
N,2015-04-21,4
N,2015-04-22,11
N,2015-04-23,13
N,2015-04-24,11
N,2015-04-25,12
N,2015-04-26,4
N,2015-04-27,6
N,2015-04-28,4
N,2015-04-29,10
N,2015-04-30,7
N,2015-05-01,6
N,2015-05-02,8
N,2015-05-03,5
N,2015-05-04,8
N,2015-05-05,3
N,2015-05-06,2
N,2015-05-07,6
N,2015-05-08,4
N,2015-05-09,3
N,2015-05-10,12
N,2015-05-11,8
N,2015-05-12,8
N,2015-05-13,5
N,2015-05-14,5
N,2015-05-15,10
N,2015-05-16,9
N,2015-05-17,9
N,2015-05-18,10
N,2015-05-19,2
N,2015-05-20,6
N,2015-05-21,2
N,2015-05-22,12
N,2015-05-23,13
N,2015-05-24,9
N,2015-05-25,18
N,2015-05-26,9
N,2015-05-27,4
N,2015-05-28,16
N,2015-05-29,9
N,2015-05-30,8
N,2015-05-31,8
N,2015-06-01,6
N,2015-06-02,3
N,2015-06-03,4
N,2015-06-04,6
N,2015-06-05,4
N,2015-06-06,6
N,2015-06-07,4
N,2015-06-08,3
N,2015-06-09,2
N,2015-06-10,5
N,2015-06-11,5
N,2015-06-12,3
N,2015-06-13,4
N,2015-06-14,5
N,2015-06-15,9
N,2015-06-16,7
N,2015-06-17,3
N,2015-06-18,3
N,2015-06-19,2
N,2015-06-20,5
N,2015-06-21,3
N,2015-06-22,3
N,2015-06-23,1
N,2015-06-24,6
N,2015-06-25,5
N,2015-06-26,3
N,2015-06-27,2
N,2015-06-28,6
N,2015-06-29,5
N,2015-06-30,3
N,2015-07-01,5
N,2015-07-02,12
N,2015-07-03,7
N,2015-07-04,4
N,2015-07-05,4
N,2015-07-06,3
N,2015-07-07,2
N,2015-07-08,4
N,2015-07-09,7
N,2015-07-10,1
N,2015-07-11,4
N,2015-07-12,5
N,2015-07-13,1
N,2015-07-14,2
N,2015-07-15,5
N,2015-07-16,5
N,2015-07-17,4
N,2015-07-19,3
N,2015-07-20,1
N,2015-07-21,5
N,2015-07-22,5
N,2015-07-23,2
N,2015-07-24,2
N,2015-07-25,1
N,2015-07-26,3
N,2015-07-27,2
N,2015-07-28,3
N,2015-07-29,2
N,2015-07-30,2
N,2015-07-31,5
N,2015-08-01,7
N,2015-08-02,2
N,2015-08-03,9
N,2015-08-04,3
N,2015-08-05,2
N,2015-08-06,3
N,2015-08-07,9
N,2015-08-08,6
N,2015-08-09,4
N,2015-08-10,3
N,2015-08-11,7
N,2015-08-12,2
N,2015-08-13,4
N,2015-08-14,3
N,2015-08-15,8
N,2015-08-16,9
N,2015-08-17,7
N,2015-08-18,1
N,2015-08-19,5
N,2015-08-20,2
N,2015-08-21,5
N,2015-08-22,4
N,2015-08-23,4
N,2015-08-24,6
N,2015-08-25,4
N,2015-08-26,6
N,2015-08-27,4
N,2015-08-28,5
N,2015-08-29,2
N,2015-08-30,3
N,2015-08-31,3
N,2015-09-01,5
N,2015-09-02,13
N,2015-09-03,7
N,2015-09-04,4
N,2015-09-05,3
N,2015-09-06,2
N,2015-09-07,3
N,2015-09-08,6
N,2015-09-09,10
N,2015-09-10,3
N,2015-09-11,12
N,2015-09-12,6
N,2015-09-13,9
N,2015-09-14,2
N,2015-09-15,5
N,2015-09-16,4
N,2015-09-17,5
N,2015-09-18,3
N,2015-09-19,6
N,2015-09-20,5
N,2015-09-21,5
N,2015-09-22,4
N,2015-09-23,5
N,2015-09-24,3
N,2015-09-25,7
N,2015-09-26,8
N,2015-09-27,18
N,2015-09-28,6
N,2015-09-29,2
N,2015-09-30,5
N,2015-10-01,5
N,2015-10-02,2
N,2015-10-03,3
N,2015-10-04,5
N,2015-10-05,5
N,2015-10-06,3
N,2015-10-07,8
N,2015-10-08,2
N,2015-10-09,2
N,2015-10-10,6
N,2015-10-11,5
N,2015-10-12,10
N,2015-10-13,3
N,2015-10-14,3
N,2015-10-15,8
N,2015-10-16,2
N,2015-10-17,3
N,2015-10-18,4
N,2015-10-19,9
N,2015-10-20,10
N,2015-10-21,7
N,2015-10-22,14
N,2015-10-23,6
N,2015-10-24,4
N,2015-10-25,4
N,2015-10-26,10
N,2015-10-27,7
N,2015-10-28,4
N,2015-10-29,2
N,2015-10-30,8
N,2015-10-31,4
N,2015-11-01,8
N,2015-11-02,7
N,2015-11-03,5
N,2015-11-04,5
N,2015-11-05,4
N,2015-11-06,7
N,2015-11-07,2
N,2015-11-08,3
N,2015-11-09,12
N,2015-11-10,5
N,2015-11-11,1
N,2015-11-12,3
N,2015-11-13,6
N,2015-11-14,4
N,2015-11-15,2
N,2015-11-16,3
N,2015-11-17,2
N,2015-11-18,5
N,2015-11-19,5
N,2015-11-20,6
N,2015-11-21,3
N,2015-11-22,3
N,2015-11-23,1
N,2015-11-24,3
N,2015-11-25,2
N,2015-11-26,5
N,2015-11-27,4
N,2015-11-28,3
N,2015-11-29,5
N,2015-11-30,4
N,2015-12-01,4
N,2015-12-02,2
N,2015-12-03,2
N,2015-12-04,4
N,2015-12-05,3
N,2015-12-06,6
N,2015-12-07,3
N,2015-12-08,3
N,2015-12-09,5
N,2015-12-10,1
N,2015-12-11,3
N,2015-12-12,3
N,2015-12-13,5
N,2015-12-14,10
N,2015-12-15,4
N,2015-12-16,1
N,2015-12-17,9
N,2015-12-18,3
N,2015-12-19,5
N,2015-12-20,3
N,2015-12-21,2
N,2015-12-22,2
N,2015-12-24,6
N,2015-12-25,4
N,2015-12-26,5
N,2015-12-27,5
N,2015-12-28,7
N,2015-12-29,2
N,2015-12-30,9
N,2015-12-31,4
S,2013-01-01,16
S,2013-01-02,17
S,2013-01-03,17
S,2013-01-04,15
S,2013-01-05,18
S,2013-01-06,16
S,2013-01-07,13
S,2013-01-08,8
S,2013-01-09,8
S,2013-01-10,21
S,2013-01-11,24
S,2013-01-12,18
S,2013-01-13,21
S,2013-01-14,16
S,2013-01-15,32
S,2013-01-16,11
S,2013-01-17,9
S,2013-01-18,18
S,2013-01-19,7
S,2013-01-20,11
S,2013-01-21,12
S,2013-01-22,12
S,2013-01-23,8
S,2013-01-24,30
S,2013-01-25,8
S,2013-01-26,14
S,2013-01-27,9
S,2013-01-28,17
S,2013-01-29,11
S,2013-01-30,8
S,2013-01-31,11
S,2013-02-01,12
S,2013-02-02,12
S,2013-02-03,7
S,2013-02-04,5
S,2013-02-05,7
S,2013-02-06,18
S,2013-02-07,19
S,2013-02-08,14
S,2013-02-09,10
S,2013-02-10,9
S,2013-02-11,8
S,2013-02-12,7
S,2013-02-13,18
S,2013-02-14,19
S,2013-02-15,19
S,2013-02-16,13
S,2013-02-17,9
S,2013-02-18,9
S,2013-02-19,5
S,2013-02-20,24
S,2013-02-21,15
S,2013-02-22,17
S,2013-02-23,26
S,2013-02-24,23
S,2013-02-25,23
S,2013-02-26,24
S,2013-02-27,19
S,2013-02-28,10
S,2013-03-01,15
S,2013-03-02,34
S,2013-03-03,17
S,2013-03-04,10
S,2013-03-05,17
S,2013-03-06,25
S,2013-03-07,26
S,2013-03-08,14
S,2013-03-09,14
S,2013-03-10,13
S,2013-03-11,15
S,2013-03-12,16
S,2013-03-13,16
S,2013-03-14,23
S,2013-03-15,10
S,2013-03-16,19
S,2013-03-17,12
S,2013-03-18,14
S,2013-03-19,17
S,2013-03-20,10
S,2013-03-21,5
S,2013-03-22,13
S,2013-03-23,11
S,2013-03-24,10
S,2013-03-25,17
S,2013-03-26,11
S,2013-03-27,15
S,2013-03-28,22
S,2013-03-29,19
S,2013-03-30,15
S,2013-03-31,9
S,2013-04-01,20
S,2013-04-02,14
S,2013-04-03,20
S,2013-04-04,15
S,2013-04-05,12
S,2013-04-06,8
S,2013-04-07,9
S,2013-04-08,8
S,2013-04-09,7
S,2013-04-10,7
S,2013-04-11,2
S,2013-04-12,13
S,2013-04-13,5
S,2013-04-14,8
S,2013-04-15,20
S,2013-04-16,18
S,2013-04-17,17
S,2013-04-18,11
S,2013-04-19,12
S,2013-04-20,11
S,2013-04-21,16
S,2013-04-22,14
S,2013-04-23,6
S,2013-04-24,21
S,2013-04-25,12
S,2013-04-26,10
S,2013-04-27,18
S,2013-04-28,17
S,2013-04-29,7
S,2013-04-30,14
S,2013-05-01,5
S,2013-05-02,11
S,2013-05-03,19
S,2013-05-04,8
S,2013-05-05,16
S,2013-05-06,20
S,2013-05-07,14
S,2013-05-08,16
S,2013-05-09,20
S,2013-05-10,9
S,2013-05-11,10
S,2013-05-12,9
S,2013-05-13,12
S,2013-05-14,19
S,2013-05-15,14
S,2013-05-16,11
S,2013-05-17,12
S,2013-05-18,14
S,2013-05-19,9
S,2013-05-20,14
S,2013-05-21,14
S,2013-05-22,4
S,2013-05-23,4
S,2013-05-24,4
S,2013-05-25,7
S,2013-05-26,6
S,2013-05-27,15
S,2013-05-28,14
S,2013-05-29,7
S,2013-05-30,17
S,2013-05-31,20
S,2013-06-01,11
S,2013-06-02,9
S,2013-06-03,19
S,2013-06-04,7
S,2013-06-05,16
S,2013-06-06,15
S,2013-06-07,11
S,2013-06-08,10
S,2013-06-09,13
S,2013-06-10,7
S,2013-06-11,13
S,2013-06-12,15
S,2013-06-13,14
S,2013-06-14,19
S,2013-06-15,12
S,2013-06-16,9
S,2013-06-17,5
S,2013-06-18,11
S,2013-06-19,14
S,2013-06-20,12
S,2013-06-21,18
S,2013-06-22,10
S,2013-06-23,11
S,2013-06-24,14
S,2013-06-25,13
S,2013-06-26,13
S,2013-06-27,5
S,2013-06-28,7
S,2013-06-29,17
S,2013-06-30,14
S,2013-07-01,15
S,2013-07-02,12
S,2013-07-03,15
S,2013-07-04,9
S,2013-07-05,8
S,2013-07-06,14
S,2013-07-07,12
S,2013-07-08,8
S,2013-07-09,14
S,2013-07-10,10
S,2013-07-11,16
S,2013-07-12,12
S,2013-07-13,17
S,2013-07-14,14
S,2013-07-15,11
S,2013-07-16,11
S,2013-07-17,14
S,2013-07-18,18
S,2013-07-19,14
S,2013-07-20,15
S,2013-07-21,9
S,2013-07-22,11
S,2013-07-23,15
S,2013-07-24,2
S,2013-07-25,7
S,2013-07-26,14
S,2013-07-27,17
S,2013-07-28,18
S,2013-07-29,13
S,2013-07-30,17
S,2013-07-31,16
S,2013-08-01,10
S,2013-08-02,8
S,2013-08-03,15
S,2013-08-04,12
S,2013-08-05,13
S,2013-08-06,12
S,2013-08-07,9
S,2013-08-08,10
S,2013-08-09,6
S,2013-08-10,9
S,2013-08-11,7
S,2013-08-12,4
S,2013-08-13,9
S,2013-08-14,14
S,2013-08-15,10
S,2013-08-16,12
S,2013-08-17,8
S,2013-08-18,10
S,2013-08-19,8
S,2013-08-20,8
S,2013-08-21,9
S,2013-08-22,11
S,2013-08-23,20
S,2013-08-24,16
S,2013-08-25,6
S,2013-08-26,9
S,2013-08-27,10
S,2013-08-28,24
S,2013-08-29,10
S,2013-08-30,13
S,2013-08-31,11
S,2013-09-01,6
S,2013-09-02,6
S,2013-09-03,13
S,2013-09-04,13
S,2013-09-05,5
S,2013-09-06,9
S,2013-09-07,7
S,2013-09-08,8
S,2013-09-09,14
S,2013-09-10,8
S,2013-09-11,16
S,2013-09-12,12
S,2013-09-13,9
S,2013-09-14,11
S,2013-09-15,15
S,2013-09-16,14
S,2013-09-17,14
S,2013-09-18,9
S,2013-09-19,11
S,2013-09-20,6
S,2013-09-21,7
S,2013-09-22,6
S,2013-09-23,4
S,2013-09-24,6
S,2013-09-25,6
S,2013-09-26,6
S,2013-09-27,14
S,2013-09-28,16
S,2013-09-29,13
S,2013-09-30,8
S,2013-10-01,5
S,2013-10-02,15
S,2013-10-03,28
S,2013-10-04,28
S,2013-10-05,12
S,2013-10-06,6
S,2013-10-07,8
S,2013-10-08,13
S,2013-10-09,20
S,2013-10-10,11
S,2013-10-11,17
S,2013-10-12,14
S,2013-10-13,11
S,2013-10-14,19
S,2013-10-15,27
S,2013-10-16,31
S,2013-10-17,15
S,2013-10-18,11
S,2013-10-19,17
S,2013-10-20,19
S,2013-10-21,20
S,2013-10-22,23
S,2013-10-23,5
S,2013-10-24,19
S,2013-10-25,15
S,2013-10-26,9
S,2013-10-27,5
S,2013-10-28,12
S,2013-10-29,17
S,2013-10-30,16
S,2013-10-31,14
S,2013-11-01,15
S,2013-11-02,7
S,2013-11-03,4
S,2013-11-04,15
S,2013-11-05,15
S,2013-11-06,13
S,2013-11-07,4
S,2013-11-08,18
S,2013-11-09,9
S,2013-11-10,13
S,2013-11-11,11
S,2013-11-12,11
S,2013-11-13,15
S,2013-11-14,19
S,2013-11-15,7
S,2013-11-16,17
S,2013-11-17,15
S,2013-11-18,8
S,2013-11-19,5
S,2013-11-20,5
S,2013-11-21,7
S,2013-11-22,11
S,2013-11-23,20
S,2013-11-24,11
S,2013-11-25,11
S,2013-11-26,14
S,2013-11-27,13
S,2013-11-28,7
S,2013-11-29,2
S,2013-11-30,10
S,2013-12-01,4
S,2013-12-02,12
S,2013-12-03,16
S,2013-12-04,11
S,2013-12-05,16
S,2013-12-06,4
S,2013-12-07,4
S,2013-12-08,8
S,2013-12-09,10
S,2013-12-10,15
S,2013-12-11,22
S,2013-12-12,16
S,2013-12-13,6
S,2013-12-14,9
S,2013-12-15,6
S,2013-12-16,18
S,2013-12-17,3
S,2013-12-18,5
